,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform_grouped,Publisher_grouped
4672,4674.0,Star Wars Starfighter: Special Edition,XB,2001-01-01,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,xbox,other
4673,4675.0,TimeShift,X360,2007-01-01,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,xbox,other
4674,4676.0,NBA Jam,PS2,2003-01-01,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41,playstation,other
4675,4677.0,Zone of the Enders: The 2nd Runner,PS2,2003-01-01,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,playstation,Konami Digital Entertainment
4676,4678.0,Ghostbusters: The Video Game,DS,2009-01-01,Action,Atari,0.26,0.12,0.0,0.04,0.41,nintendo_handheld,other
4677,4679.0,Attack on Titan: Humanity in Chains,3DS,2013-01-01,Action,Screenlife,0.0,0.0,0.41,0.0,0.41,nintendo_handheld,other
4678,4680.0,Jampack Spring 2004 (RP-T),PS2,2003-01-01,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,playstation,Sony Computer Entertainment
4679,4681.0,Dexter's Laboratory Deesaster Strikes,GBA,2001-01-01,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.41,nintendo_handheld,other
4680,4682.0,NFL GameDay 2004,PS2,2003-01-01,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,playstation,Sony Computer Entertainment
4681,4683.0,Scooby-Doo and the Cyber Chase,GBA,2001-01-01,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41,nintendo_handheld,Ubisoft
4682,4684.0,Danganronpa: Trigger Happy Havoc,PSV,2013-01-01,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41,playstation,other
4683,4685.0,TERA,PC,,Role-Playing,Unknown,0.24,0.12,0.0,0.05,0.41,,other
4684,4686.0,Tomb Raider: The Last Revelation,PC,1998-01-01,Action,Eidos Interactive,0.41,0.0,0.0,0.0,0.41,,other
4685,4687.0,pro evolution soccer 2011,PS2,2010-01-01,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,playstation,Konami Digital Entertainment
4686,4688.0,Sega Rally Championship 2,DC,1999-01-01,Racing,Sega,0.0,0.0,0.41,0.0,0.41,sega,Sega
4687,4689.0,Quake II,PS,1998-01-01,Shooter,Activision,0.23,0.16,0.0,0.03,0.41,playstation,Activision
4688,4690.0,Crash of the Titans,PS2,2007-01-01,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,playstation,other
4689,4691.0,BioShock,PC,2007-01-01,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,,other
4690,4692.0,Cars: Mater-National Championship,PS3,2007-01-01,Racing,THQ,0.37,0.01,0.0,0.03,0.41,playstation,THQ
4691,4693.0,MLB 10: The Show,PS2,2010-01-01,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,playstation,Sony Computer Entertainment
4692,4694.0,Wheel of Fortune: 2nd Edition,PS,2000-01-01,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41,playstation,other
4693,4695.0,Tom Clancy's Rainbow Six: Lockdown,XB,2005-01-01,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,xbox,Ubisoft
4694,4696.0,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,playstation,Namco Bandai Games
4695,4697.0,Cool Boarders 2001,PS,2000-01-01,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.03,0.41,playstation,Sony Computer Entertainment
4696,4698.0,Grudge Warriors,PS,1999-01-01,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.41,playstation,other
4697,4699.0,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.41,playstation,Konami Digital Entertainment
4698,4700.0,Destiny: The Taken King,PS3,2015-01-01,Shooter,Activision,0.16,0.17,0.02,0.06,0.41,playstation,Activision
4699,4701.0,Mobile Suit Gundam,SAT,1995-01-01,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,sega,Namco Bandai Games
4700,4702.0,Mass Effect Trilogy,X360,2012-01-01,Action,Electronic Arts,0.28,0.1,0.0,0.03,0.41,xbox,Electronic Arts
4701,4703.0,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009-01-01,Shooter,Activision,0.17,0.15,0.0,0.09,0.41,playstation,Activision
4702,4704.0,Wolfenstein: The New Order,X360,2014-01-01,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41,xbox,other
4703,4705.0,James Patterson Women's Murder Club: Games of Passion,DS,2009-01-01,Adventure,THQ,0.15,0.22,0.0,0.05,0.41,nintendo_handheld,THQ
4704,4706.0,Farming Simulator 2015,X360,2015-01-01,Simulation,Koch Media,0.21,0.16,0.0,0.04,0.41,xbox,other
4705,4707.0,Jimmy Neutron: Boy Genius,PS2,2002-01-01,Platform,THQ,0.2,0.16,0.0,0.05,0.41,playstation,THQ
4706,4708.0,Itadaki Street DS,DS,2007-01-01,Misc,Square Enix,0.0,0.0,0.41,0.0,0.41,nintendo_handheld,other
4707,4709.0,Castlevania: Order of Ecclesia,DS,2008-01-01,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41,nintendo_handheld,Konami Digital Entertainment
4708,4710.0,BlazBlue: Continuum Shift,PS3,2010-01-01,Fighting,PQube,0.21,0.08,0.09,0.04,0.41,playstation,other
4709,4711.0,X-Men: The Official Game,PS2,2006-01-01,Action,Activision,0.2,0.16,0.0,0.05,0.41,playstation,Activision
4710,4712.0,300: March to Glory,PSP,2007-01-01,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.06,0.41,playstation,other
4711,4713.0,E0: Enemy Zero,SAT,1996-01-01,Adventure,Sega,0.0,0.0,0.41,0.0,0.41,sega,Sega
4712,4714.0,Nicktoons: Unite!,PS2,2005-01-01,Adventure,THQ,0.34,0.01,0.0,0.06,0.41,playstation,THQ
4713,4715.0,Six Flags Fun Park,Wii,2009-01-01,Misc,Ubisoft,0.28,0.1,0.0,0.04,0.41,nintendo_console,Ubisoft
4714,4716.0,Spore Hero,Wii,2009-01-01,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41,nintendo_console,Electronic Arts
4715,4717.0,Mass Effect Trilogy,PS3,2012-01-01,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41,playstation,Electronic Arts
4716,4718.0,NASCAR Racing,PS,1996-01-01,Racing,Pioneer LDC,0.23,0.16,0.0,0.03,0.41,playstation,other
4717,4719.0,LEGO Jurassic World,PSV,2015-01-01,Action,Warner Bros. Interactive Entertainment,0.09,0.23,0.0,0.09,0.41,playstation,other
4718,4720.0,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009-01-01,Misc,Hudson Soft,0.0,0.0,0.41,0.0,0.41,nintendo_console,other
4719,4721.0,Up,PSP,2009-01-01,Action,THQ,0.24,0.1,0.0,0.07,0.41,playstation,THQ
4720,4722.0,Spider-Man: Web of Shadows,X360,2008-01-01,Action,Activision,0.36,0.02,0.0,0.03,0.41,xbox,Activision
4721,4723.0,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.41,0.0,0.41,playstation,Sony Computer Entertainment
4722,4724.0,SpongeBob SquigglePants,Wii,2011-01-01,Misc,THQ,0.36,0.03,0.0,0.03,0.41,nintendo_console,THQ
4723,4725.0,Cars: Race-O-Rama,PSP,2009-01-01,Racing,THQ,0.29,0.07,0.0,0.06,0.41,playstation,THQ
4724,4726.0,Fantastic Pets,X360,2011-01-01,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,xbox,THQ
4725,4727.0,Command & Conquer: Red Alert,PS,1997-01-01,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41,playstation,other
4726,4728.0,Star Wars The Clone Wars: Republic Heroes,DS,2009-01-01,Action,LucasArts,0.23,0.14,0.0,0.04,0.41,nintendo_handheld,other
4727,4729.0,Dig Dug,NES,1985-01-01,Puzzle,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,nintendo_console,Namco Bandai Games
4728,4730.0,Ogre Battle 64: Person of Lordly Caliber,N64,1999-01-01,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41,nintendo_console,Nintendo
4729,4731.0,Superman: The New Superman Adventures,N64,1999-01-01,Action,Titus,0.33,0.07,0.0,0.0,0.41,nintendo_console,other
4730,4732.0,UEFA Euro 2008 Austria-Switzerland,PS3,2008-01-01,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41,playstation,Electronic Arts
4731,4733.0,The Terminator: Dawn of Fate,PS2,2002-01-01,Action,Atari,0.2,0.16,0.0,0.05,0.41,playstation,other
4732,4734.0,The LEGO Movie Videogame,PSV,2014-01-01,Action,Warner Bros. Interactive Entertainment,0.05,0.26,0.0,0.09,0.41,playstation,other
4733,4735.0,Rogue Galaxy: Director's Cut,PS2,2007-01-01,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,playstation,Sony Computer Entertainment
4734,4736.0,Armored Core,PS,1997-01-01,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,playstation,Sony Computer Entertainment
4735,4737.0,Monster Trucks Mayhem,Wii,2009-01-01,Racing,Zoo Games,0.39,0.0,0.0,0.02,0.41,nintendo_console,other
4736,4738.0,Winter Sports 2: The Next Challenge,Wii,2008-01-01,Sports,RTL,0.18,0.19,0.0,0.04,0.41,nintendo_console,other
4737,4739.0,Green Day: Rock Band,X360,2010-01-01,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,xbox,other
4738,4740.0,Densha De Go! 2,PS,1999-01-01,Simulation,Taito,0.0,0.0,0.38,0.03,0.41,playstation,other
4739,4741.0,Transformers: Fall of Cybertron,PS3,2012-01-01,Action,Activision,0.19,0.15,0.0,0.07,0.41,playstation,Activision
4740,4742.0,Call of Duty: Advanced Warfare,PC,2014-01-01,Shooter,Activision,0.14,0.23,0.0,0.04,0.41,,Activision
4741,4743.0,Disney Princess: Enchanting Storybooks,Wii,2011-01-01,Misc,THQ,0.26,0.11,0.0,0.04,0.41,nintendo_console,THQ
4742,4744.0,Monopoly Streets,PS3,2010-01-01,Misc,Electronic Arts,0.16,0.18,0.0,0.07,0.41,playstation,Electronic Arts
4743,4745.0,Band Hero,PS2,2009-01-01,Misc,Activision,0.15,0.06,0.0,0.2,0.41,playstation,Activision
4744,4746.0,The Wonderful 101,WiiU,2013-01-01,Action,Nintendo,0.2,0.1,0.08,0.03,0.41,nintendo_handheld,Nintendo
4745,4747.0,No More Heroes 2: Desperate Struggle,Wii,2010-01-01,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41,nintendo_console,other
4746,4748.0,Battlefield 2: Modern Combat,X360,2006-01-01,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,xbox,Electronic Arts
4747,4749.0,Armored Core 2: Another Age,PS2,2001-01-01,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,playstation,other
4748,4750.0,Buzz! Junior: Jungle Party,PS2,2006-01-01,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,playstation,Sony Computer Entertainment
4749,4751.0,Mortal Kombat: Deadly Alliance,GC,2002-01-01,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41,nintendo_console,other
4750,4752.0,Marvel: Ultimate Alliance,Wii,2006-01-01,Role-Playing,Activision,0.37,0.01,0.0,0.03,0.41,nintendo_console,Activision
4751,4753.0,NBA 2K11,PS2,2010-01-01,Action,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,playstation,other
4752,4754.0,AKB1/48: Idol to Koishitara...,PSP,2010-01-01,Misc,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,playstation,Namco Bandai Games
4753,4755.0,Pro Pinball,PS,1996-01-01,Misc,Empire Interactive,0.23,0.15,0.0,0.03,0.41,playstation,other
4754,4756.0,'98 Koshien,PS,1998-01-01,Sports,Magical Company,0.15,0.1,0.12,0.03,0.41,playstation,other
4755,4757.0,NBA 2K9,PS2,2008-01-01,Sports,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,playstation,other
4756,4758.0,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001-01-01,Misc,Konami Digital Entertainment,0.0,0.0,0.4,0.01,0.41,nintendo_handheld,Konami Digital Entertainment
4757,4759.0,Speed Racer: The Videogame,Wii,2008-01-01,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0.0,0.03,0.41,nintendo_console,other
4758,4760.0,Naughty Bear,X360,2010-01-01,Action,505 Games,0.21,0.16,0.0,0.04,0.41,xbox,other
4759,4761.0,Littlest Pet Shop,Wii,2008-01-01,Simulation,Electronic Arts,0.34,0.04,0.0,0.03,0.41,nintendo_console,Electronic Arts
4760,4762.0,TNA iMPACT!,PS3,2008-01-01,Fighting,Midway Games,0.22,0.12,0.0,0.06,0.41,playstation,other
4761,4763.0,Just Dance Kids 2,X360,2011-01-01,Misc,Ubisoft,0.29,0.09,0.0,0.03,0.41,xbox,Ubisoft
4762,4764.0,Duke Nukem Forever,PC,2011-01-01,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,,other
4763,4765.0,Hatsune Miku: Project Diva 2nd,PSP,2010-01-01,Misc,Sega,0.0,0.0,0.41,0.0,0.41,playstation,Sega
4764,4766.0,Marvel: Ultimate Alliance 2,PS2,2009-01-01,Role-Playing,Activision,0.23,0.02,0.0,0.16,0.41,playstation,Activision
4765,4767.0,Mario no Super Picross,SNES,1995-01-01,Puzzle,Nintendo,0.0,0.0,0.41,0.0,0.41,nintendo_console,Nintendo
4766,4768.0,"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005-01-01,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41,playstation,other
4767,4769.0,Jikkyou Powerful Pro Yakuu '94,SNES,1994-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41,nintendo_console,Konami Digital Entertainment
4768,4770.0,Disney's Tarzan Untamed,PS2,2001-01-01,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41,playstation,Ubisoft
4769,4771.0,Borderlands: The Handsome Collection,XOne,2015-01-01,Shooter,Take-Two Interactive,0.24,0.13,0.0,0.04,0.41,xbox,other
4770,4772.0,The Gunstringer,X360,2011-01-01,Shooter,Microsoft Game Studios,0.26,0.11,0.0,0.04,0.41,xbox,other
4771,4773.0,Knockout Kings 2001,PS,2000-01-01,Fighting,Electronic Arts,0.23,0.15,0.0,0.03,0.41,playstation,Electronic Arts
4772,4774.0,From Russia With Love,PS2,2005-01-01,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41,playstation,Electronic Arts
4773,4775.0,FIFA Soccer 13,PC,2012-01-01,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41,,Electronic Arts
4774,4776.0,Asura's Wrath,PS3,2012-01-01,Action,Capcom,0.18,0.12,0.06,0.05,0.41,playstation,other
4775,4777.0,Avatar: The Game,DS,2009-01-01,Action,Ubisoft,0.19,0.18,0.0,0.04,0.41,nintendo_handheld,Ubisoft
4776,4778.0,My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009-01-01,Misc,Mentor Interactive,0.38,0.0,0.0,0.03,0.41,nintendo_handheld,other
4777,4779.0,Minority Report: Everybody Runs,PS2,2002-01-01,Action,Activision,0.2,0.15,0.0,0.05,0.41,playstation,Activision
4778,4780.0,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003-01-01,Misc,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,playstation,Sony Computer Entertainment
4779,4781.0,NFL GameDay 2002,PS,2001-01-01,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,playstation,Sony Computer Entertainment
4780,4782.0,Pengo,2600,1983-01-01,Adventure,Atari,0.38,0.02,0.0,0.0,0.4,atari,other
4781,4783.0,Disney Sing It! High School Musical 3: Senior Year,PS3,2008-01-01,Misc,Disney Interactive Studios,0.08,0.26,0.0,0.07,0.4,playstation,other
4782,4784.0,Story of Seasons,3DS,2014-01-01,Simulation,Nintendo,0.0,0.13,0.26,0.01,0.4,nintendo_handheld,Nintendo
4783,4785.0,Beowulf: The Game,X360,2007-01-01,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,xbox,Ubisoft
4784,4786.0,Mouse Trap,2600,1981-01-01,Action,Coleco,0.38,0.02,0.0,0.0,0.4,atari,other
4785,4787.0,Super Monkey Ball: Step & Roll,Wii,2010-01-01,Action,Sega,0.17,0.2,0.0,0.04,0.4,nintendo_console,Sega
4786,4788.0,Hatsune Miku: Project Diva F 2nd,PSV,2014-01-01,Misc,Sega,0.13,0.06,0.16,0.06,0.4,playstation,Sega
4787,4789.0,Overlord,X360,2007-01-01,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,xbox,other
4788,4790.0,Tak and the Power of Juju,GC,2003-01-01,Platform,THQ,0.31,0.08,0.0,0.01,0.4,nintendo_console,THQ
4789,4791.0,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007-01-01,Action,Activision,0.32,0.04,0.01,0.04,0.4,playstation,Activision
4790,4792.0,Sega Superstars Tennis,PS3,2008-01-01,Sports,Sega,0.13,0.2,0.0,0.08,0.4,playstation,Sega
4791,4793.0,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.0,0.04,0.4,nintendo_handheld,other
4792,4794.0,Dragon Quest X,WiiU,2013-01-01,Role-Playing,Square Enix,0.0,0.0,0.4,0.0,0.4,nintendo_handheld,other
4793,4795.0,Wall-E,PS3,2008-01-01,Platform,THQ,0.12,0.21,0.0,0.08,0.4,playstation,THQ
4794,4796.0,Medarot: Kabuto / Kuwagata Version,GB,1997-01-01,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4,nintendo_handheld,other
4795,4797.0,NBA 2K10,PS2,2009-01-01,Sports,Take-Two Interactive,0.33,0.01,0.0,0.05,0.4,playstation,other
4796,4798.0,Defender,PS2,2002-01-01,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4,playstation,other
4797,4799.0,NFL GameDay 2003,PS2,,Sports,Unknown,0.2,0.15,0.0,0.05,0.4,playstation,other
4798,4800.0,WipeOut 3 The Game,Wii,2012-01-01,Action,Activision,0.38,0.0,0.0,0.03,0.4,nintendo_console,Activision
4799,4801.0,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009-01-01,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,nintendo_console,Namco Bandai Games
4800,4802.0,Thief (2014),PS3,2014-01-01,Action,Square Enix,0.1,0.2,0.02,0.08,0.4,playstation,other
4801,4803.0,Congo Bongo,2600,1982-01-01,Action,Sega,0.37,0.02,0.0,0.0,0.4,atari,Sega
4802,4804.0,Gauntlet: Seven Sorrows,PS2,2005-01-01,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,playstation,other
4803,4805.0,Harry Potter: Quidditch World Cup,GC,2003-01-01,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,nintendo_console,Electronic Arts
4804,4806.0,Advance Wars: Dual Strike,DS,2005-01-01,Strategy,Nintendo,0.3,0.03,0.04,0.03,0.4,nintendo_handheld,Nintendo
4805,4807.0,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009-01-01,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,nintendo_handheld,Konami Digital Entertainment
4806,4808.0,Warriors Orochi 2 (JP sales),PS2,2008-01-01,Action,Tecmo Koei,0.0,0.0,0.4,0.0,0.4,playstation,other
4807,4809.0,WWE SmackDown! vs. RAW 2006,PSP,2005-01-01,Fighting,THQ,0.36,0.01,0.0,0.03,0.4,playstation,THQ
4808,4810.0,The Chronicles of Narnia: Prince Caspian,PS2,2008-01-01,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,playstation,other
4809,4811.0,The Incredibles: Rise of the Underminer,GBA,2005-01-01,Action,THQ,0.29,0.11,0.0,0.01,0.4,nintendo_handheld,THQ
4810,4812.0,Pet in TV,PS,1997-01-01,Strategy,Sony Computer Entertainment,0.0,0.0,0.38,0.03,0.4,playstation,Sony Computer Entertainment
4811,4813.0,Battalion Wars,GC,2005-01-01,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,nintendo_console,Nintendo
4812,4814.0,NBA ShootOut 2000,PS,1999-01-01,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,playstation,other
4813,4815.0,Power Rangers: Dino Thunder,GC,2004-01-01,Action,THQ,0.31,0.08,0.0,0.01,0.4,nintendo_console,THQ
4814,4816.0,Rocksmith 2014,XOne,2014-01-01,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.4,xbox,Ubisoft
4815,4817.0,Samurai Shodown,SNES,1994-01-01,Fighting,Takara,0.0,0.0,0.4,0.0,0.4,nintendo_console,other
4816,4818.0,NHL 15,XOne,2014-01-01,Sports,Electronic Arts,0.31,0.06,0.0,0.03,0.4,xbox,Electronic Arts
4817,4819.0,TMNT,Wii,2007-01-01,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4,nintendo_console,Ubisoft
4818,4820.0,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009-01-01,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,nintendo_console,other
4819,4821.0,Cabela's Big Game Hunter 2010,PS3,2009-01-01,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,playstation,other
4820,4822.0,EA Sports UFC 2,XOne,2016-01-01,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.4,xbox,Electronic Arts
4821,4823.0,Fighting Vipers,SAT,1995-01-01,Fighting,Sega,0.0,0.0,0.4,0.0,0.4,sega,Sega
4822,4824.0,NCAA GameBreaker 2000,PS,1999-01-01,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,playstation,other
4823,4825.0,Iron Man 2,PS3,2010-01-01,Action,Sega,0.14,0.19,0.0,0.07,0.4,playstation,Sega
4824,4826.0,The Legend of Spyro: Dawn of the Dragon,PS2,2008-01-01,Platform,Vivendi Games,0.12,0.01,0.0,0.27,0.4,playstation,other
4825,4827.0,AKB1/48: Idol to Guam de Koishitara...,PSP,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,playstation,Namco Bandai Games
4826,4828.0,RR64: Ridge Racer 64,N64,1999-01-01,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4,nintendo_console,Nintendo
4827,4829.0,Top Gear Rally,N64,1997-01-01,Racing,Kemco,0.32,0.07,0.0,0.0,0.4,nintendo_console,other
4828,4830.0,NFL Quarterback Club 2000,N64,1999-01-01,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4,nintendo_console,other
4829,4831.0,Mortal Kombat Mythologies: Sub-Zero,N64,1997-01-01,Fighting,Midway Games,0.32,0.07,0.0,0.0,0.4,nintendo_console,other
4830,4832.0,18 Wheeler: American Pro Trucker,PS2,2001-01-01,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,playstation,other
4831,4833.0,Atari Anthology,PS2,2004-01-01,Misc,Atari,0.33,0.01,0.0,0.05,0.4,playstation,other
4832,4834.0,Bugs Bunny: Lost in Time,PS,1999-01-01,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4,playstation,other
4833,4835.0,NBA Jam,X360,2010-01-01,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4,xbox,Electronic Arts
4834,4836.0,Sherlock Holmes: The Mystery of the Mummy,DS,2009-01-01,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.4,nintendo_handheld,other
4835,4837.0,Hot Wheels: Beat That!,PS2,2007-01-01,Racing,Activision,0.2,0.15,0.0,0.05,0.4,playstation,Activision
4836,4838.0,MLB 2006,PS2,2005-01-01,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,playstation,Sony Computer Entertainment
4837,4839.0,Star Wars The Clone Wars: Republic Heroes,X360,2009-01-01,Action,LucasArts,0.18,0.17,0.0,0.04,0.4,xbox,other
4838,4840.0,Brunswick Pro Bowling,PS2,2007-01-01,Sports,505 Games,0.2,0.15,0.0,0.05,0.4,playstation,other
4839,4841.0,Mafia II,PC,2010-01-01,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,,other
4840,4842.0,Rocket Power: Dream Scheme,GBA,2001-01-01,Action,THQ,0.29,0.11,0.0,0.01,0.4,nintendo_handheld,THQ
4841,4843.0,SpongeBob's Truth or Square (US sales),Wii,2009-01-01,Action,THQ,0.38,0.01,0.0,0.0,0.4,nintendo_console,THQ
4842,4844.0,MX vs. ATV Unleashed,XB,2005-01-01,Racing,THQ,0.32,0.07,0.0,0.01,0.4,xbox,THQ
4843,4845.0,Rampage: Total Destruction,GC,2006-01-01,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,nintendo_console,other
4844,4846.0,Planet 51,DS,2009-01-01,Action,Sega,0.22,0.14,0.0,0.04,0.4,nintendo_handheld,Sega
4845,4847.0,The Urbz: Sims in the City,GC,2004-01-01,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,nintendo_console,Electronic Arts
4846,4848.0,Road Rash: Jailbreak,PS,1999-01-01,Racing,Electronic Arts,0.22,0.15,0.0,0.03,0.4,playstation,Electronic Arts
4847,4849.0,Mother 3,GBA,2006-01-01,Role-Playing,Nintendo,0.0,0.0,0.39,0.01,0.4,nintendo_handheld,Nintendo
4848,4850.0,Nicktoons: Freeze Frame Frenzy,GBA,2004-01-01,Action,THQ,0.29,0.11,0.0,0.01,0.4,nintendo_handheld,THQ
4849,4851.0,Diner Dash: Sizzle & Serve,DS,2007-01-01,Puzzle,Eidos Interactive,0.34,0.03,0.0,0.03,0.4,nintendo_handheld,other
4850,4852.0,Rapala Pro Bass Fishing 2010,X360,2010-01-01,Sports,Activision,0.32,0.05,0.0,0.03,0.4,xbox,Activision
4851,4853.0,Legends of WrestleMania,X360,2009-01-01,Fighting,THQ,0.2,0.16,0.0,0.04,0.4,xbox,THQ
4852,4854.0,Wii Sports Club,WiiU,2014-01-01,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4,nintendo_handheld,Nintendo
4853,4855.0,Tomb Raider: Anniversary,X360,2007-01-01,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4,xbox,other
4854,4856.0,You Don't Know Jack,PS,1999-01-01,Misc,Vivendi Games,0.22,0.15,0.0,0.03,0.4,playstation,other
4855,4857.0,Mystery Dungeon: Shiren the Wanderer,SNES,1995-01-01,Role-Playing,ChunSoft,0.0,0.0,0.4,0.0,0.4,nintendo_console,other
4856,4858.0,Sonic Lost World,WiiU,2013-01-01,Platform,Sega,0.24,0.12,0.01,0.03,0.4,nintendo_handheld,Sega
4857,4859.0,Condemned 2: Bloodshot,PS3,2008-01-01,Action,Sega,0.17,0.16,0.0,0.07,0.4,playstation,Sega
4858,4860.0,Silent Hill: Homecoming,PS3,,Action,Konami Digital Entertainment,0.18,0.15,0.0,0.06,0.4,playstation,Konami Digital Entertainment
4859,4861.0,Star Wars: Clone Wars,GC,2002-01-01,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,nintendo_console,Activision
